"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence","mode"
"803","EFNA1_EPHA7","EFNA1","ephrin-A1","EPHA7","EPH receptor A7","DLRP","HPMR","","HPRD","","STRING.experiment","EFNA1","EPHA7","","known","literature supported","Ephrins"
"804","EFNA1_EPHA8","EFNA1","ephrin-A1","EPHA8","EPH receptor A8","DLRP","","","HPRD","","","EFNA1","EPHA8","","known","literature supported","Ephrins"
"805","EFNA1_EPHB1","EFNA1","ephrin-A1","EPHB1","EPH receptor B1","","","","HPRD","","","EFNA1","EPHB1","","novel","literature supported","Ephrins"
"806","EFNA1_EPHB6","EFNA1","ephrin-A1","EPHB6","EPH receptor B6","","","","","STRING.binding","STRING.experiment","EFNA1","EPHB6","","novel","putative","Ephrins"
"807","EFNA2_EPHA1","EFNA2","ephrin-A2","EPHA1","EPH receptor A1","DLRP","","","","","","EFNA2","EPHA1","","known","putative","Ephrins"
"808","EFNA2_EPHA2","EFNA2","ephrin-A2","EPHA2","EPH receptor A2","DLRP","","","HPRD","","STRING.experiment","EFNA2","EPHA2","","known","literature supported","Ephrins"
"809","EFNA2_EPHA3","EFNA2","ephrin-A2","EPHA3","EPH receptor A3","DLRP","HPMR","","HPRD","STRING.binding","","EFNA2","EPHA3","","known","literature supported","Ephrins"
"810","EFNA2_EPHA4","EFNA2","ephrin-A2","EPHA4","EPH receptor A4","DLRP","HPMR","","","STRING.binding","STRING.experiment","EFNA2","EPHA4","","known","literature supported","Ephrins"
"811","EFNA2_EPHA5","EFNA2","ephrin-A2","EPHA5","EPH receptor A5","DLRP","HPMR","","HPRD","STRING.binding","","EFNA2","EPHA5","","known","literature supported","Ephrins"
"812","EFNA2_EPHA6","EFNA2","ephrin-A2","EPHA6","EPH receptor A6","","HPMR","","","STRING.binding","","EFNA2","EPHA6","","known","literature supported","Ephrins"
"813","EFNA2_EPHA7","EFNA2","ephrin-A2","EPHA7","EPH receptor A7","DLRP","HPMR","","","STRING.binding","","EFNA2","EPHA7","","known","literature supported","Ephrins"
"814","EFNA2_EPHA8","EFNA2","ephrin-A2","EPHA8","EPH receptor A8","DLRP","HPMR","","","","","EFNA2","EPHA8","","known","literature supported","Ephrins"
"815","EFNA3_EPHA1","EFNA3","ephrin-A3","EPHA1","EPH receptor A1","DLRP","","","","","","EFNA3","EPHA1","16466970","known","literature supported","Ephrins"
"816","EFNA3_EPHA2","EFNA3","ephrin-A3","EPHA2","EPH receptor A2","DLRP","HPMR","","HPRD","","","EFNA3","EPHA2","","known","literature supported","Ephrins"
"817","EFNA3_EPHA3","EFNA3","ephrin-A3","EPHA3","EPH receptor A3","DLRP","HPMR","","","","","EFNA3","EPHA3","","known","literature supported","Ephrins"
"818","EFNA3_EPHA4","EFNA3","ephrin-A3","EPHA4","EPH receptor A4","DLRP","HPMR","","HPRD","STRING.binding","","EFNA3","EPHA4","","known","literature supported","Ephrins"
"819","EFNA3_EPHA5","EFNA3","ephrin-A3","EPHA5","EPH receptor A5","DLRP","HPMR","","HPRD","","","EFNA3","EPHA5","","known","literature supported","Ephrins"
"820","EFNA3_EPHA6","EFNA3","ephrin-A3","EPHA6","EPH receptor A6","","HPMR","","","STRING.binding","STRING.experiment","EFNA3","EPHA6","","known","literature supported","Ephrins"
"821","EFNA3_EPHA7","EFNA3","ephrin-A3","EPHA7","EPH receptor A7","DLRP","HPMR","","HPRD","","","EFNA3","EPHA7","","known","literature supported","Ephrins"
"822","EFNA3_EPHA8","EFNA3","ephrin-A3","EPHA8","EPH receptor A8","DLRP","HPMR","","","","","EFNA3","EPHA8","","known","literature supported","Ephrins"
"823","EFNA3_EPHB1","EFNA3","ephrin-A3","EPHB1","EPH receptor B1","","HPMR","","","","","EFNA3","EPHB1","","known","literature supported","Ephrins"
"824","EFNA3_EPHB6","EFNA3","ephrin-A3","EPHB6","EPH receptor B6","","","","","STRING.binding","STRING.experiment","EFNA3","EPHB6","","novel","putative","Ephrins"
"825","EFNA4_EPHA1","EFNA4","ephrin-A4","EPHA1","EPH receptor A1","DLRP","","","","","","EFNA4","EPHA1","","known","putative","Ephrins"
"826","EFNA4_EPHA2","EFNA4","ephrin-A4","EPHA2","EPH receptor A2","DLRP","HPMR","","HPRD","","","EFNA4","EPHA2","","known","literature supported","Ephrins"
"827","EFNA4_EPHA3","EFNA4","ephrin-A4","EPHA3","EPH receptor A3","DLRP","","","","","","EFNA4","EPHA3","8755474","known","literature supported","Ephrins"
"828","EFNA4_EPHA4","EFNA4","ephrin-A4","EPHA4","EPH receptor A4","DLRP","","","HPRD","","","EFNA4","EPHA4","","known","literature supported","Ephrins"
"829","EFNA4_EPHA5","EFNA4","ephrin-A4","EPHA5","EPH receptor A5","DLRP","HPMR","","HPRD","","","EFNA4","EPHA5","","known","literature supported","Ephrins"
"830","EFNA4_EPHA6","EFNA4","ephrin-A4","EPHA6","EPH receptor A6","","HPMR","","HPRD","","","EFNA4","EPHA6","","known","literature supported","Ephrins"
"831","EFNA4_EPHA7","EFNA4","ephrin-A4","EPHA7","EPH receptor A7","DLRP","","","HPRD","","","EFNA4","EPHA7","","known","literature supported","Ephrins"
"832","EFNA4_EPHA8","EFNA4","ephrin-A4","EPHA8","EPH receptor A8","DLRP","","","HPRD","","","EFNA4","EPHA8","","known","literature supported","Ephrins"
"833","EFNA5_EPHA1","EFNA5","ephrin-A5","EPHA1","EPH receptor A1","DLRP","","","","","","EFNA5","EPHA1","","known","putative","Ephrins"
"834","EFNA5_EPHA2","EFNA5","ephrin-A5","EPHA2","EPH receptor A2","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA5","EPHA2","","known","literature supported","Ephrins"
"835","EFNA5_EPHA3","EFNA5","ephrin-A5","EPHA3","EPH receptor A3","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA5","EPHA3","","known","literature supported","Ephrins"
"836","EFNA5_EPHA4","EFNA5","ephrin-A5","EPHA4","EPH receptor A4","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA5","EPHA4","","known","literature supported","Ephrins"
"837","EFNA5_EPHA5","EFNA5","ephrin-A5","EPHA5","EPH receptor A5","DLRP","HPMR","","HPRD","STRING.binding","","EFNA5","EPHA5","","known","literature supported","Ephrins"
"838","EFNA5_EPHA6","EFNA5","ephrin-A5","EPHA6","EPH receptor A6","","HPMR","","","STRING.binding","STRING.experiment","EFNA5","EPHA6","","known","literature supported","Ephrins"
"839","EFNA5_EPHA7","EFNA5","ephrin-A5","EPHA7","EPH receptor A7","DLRP","","","HPRD","STRING.binding","STRING.experiment","EFNA5","EPHA7","","known","literature supported","Ephrins"
"840","EFNA5_EPHA8","EFNA5","ephrin-A5","EPHA8","EPH receptor A8","DLRP","HPMR","","HPRD","STRING.binding","","EFNA5","EPHA8","","known","literature supported","Ephrins"
"841","EFNA5_EPHB1","EFNA5","ephrin-A5","EPHB1","EPH receptor B1","","","","HPRD","","","EFNA5","EPHB1","","novel","literature supported","Ephrins"
"842","EFNA5_EPHB2","EFNA5","ephrin-A5","EPHB2","EPH receptor B2","","HPMR","","HPRD","STRING.binding","","EFNA5","EPHB2","","known","literature supported","Ephrins"
"843","EFNA5_EPHB6","EFNA5","ephrin-A5","EPHB6","EPH receptor B6","","","","","STRING.binding","STRING.experiment","EFNA5","EPHB6","15107857","novel","literature supported","Ephrins"
"844","EFNB1_EPHA4","EFNB1","ephrin-B1","EPHA4","EPH receptor A4","DLRP","","","","STRING.binding","","EFNB1","EPHA4","","known","putative","Ephrins"
"845","EFNB1_EPHA6","EFNB1","ephrin-B1","EPHA6","EPH receptor A6","","","","","STRING.binding","STRING.experiment","EFNB1","EPHA6","","novel","putative","Ephrins"
"846","EFNB1_EPHB1","EFNB1","ephrin-B1","EPHB1","EPH receptor B1","DLRP","HPMR","","HPRD","STRING.binding","","EFNB1","EPHB1","","known","literature supported","Ephrins"
"847","EFNB1_EPHB2","EFNB1","ephrin-B1","EPHB2","EPH receptor B2","DLRP","HPMR","","HPRD","STRING.binding","","EFNB1","EPHB2","","known","literature supported","Ephrins"
"848","EFNB1_EPHB3","EFNB1","ephrin-B1","EPHB3","EPH receptor B3","DLRP","HPMR","","","STRING.binding","","EFNB1","EPHB3","","known","literature supported","Ephrins"
"849","EFNB1_EPHB4","EFNB1","ephrin-B1","EPHB4","EPH receptor B4","DLRP","HPMR","","","","","EFNB1","EPHB4","","known","literature supported","Ephrins"
"850","EFNB1_EPHB6","EFNB1","ephrin-B1","EPHB6","EPH receptor B6","DLRP","HPMR","","","STRING.binding","STRING.experiment","EFNB1","EPHB6","","known","literature supported","Ephrins"
"851","EFNB1_ERBB2","EFNB1","ephrin-B1","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","","STRING.binding","","EFNB1","ERBB2","22279592","novel","literature supported","Ephrins"
"852","EFNB2_EPHA3","EFNB2","ephrin-B2","EPHA3","EPH receptor A3","","","","HPRD","STRING.binding","STRING.experiment","EFNB2","EPHA3","","novel","literature supported","Ephrins"
"853","EFNB2_EPHA4","EFNB2","ephrin-B2","EPHA4","EPH receptor A4","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNB2","EPHA4","","known","literature supported","Ephrins"
"854","EFNB2_EPHA6","EFNB2","ephrin-B2","EPHA6","EPH receptor A6","","","","","STRING.binding","STRING.experiment","EFNB2","EPHA6","10648835","novel","literature supported","Ephrins"
"855","EFNB2_EPHB1","EFNB2","ephrin-B2","EPHB1","EPH receptor B1","DLRP","HPMR","","HPRD","STRING.binding","","EFNB2","EPHB1","","known","literature supported","Ephrins"
"856","EFNB2_EPHB2","EFNB2","ephrin-B2","EPHB2","EPH receptor B2","DLRP","HPMR","","HPRD","STRING.binding","","EFNB2","EPHB2","","known","literature supported","Ephrins"
"857","EFNB2_EPHB3","EFNB2","ephrin-B2","EPHB3","EPH receptor B3","DLRP","HPMR","","","STRING.binding","","EFNB2","EPHB3","","known","literature supported","Ephrins"
"858","EFNB2_EPHB4","EFNB2","ephrin-B2","EPHB4","EPH receptor B4","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNB2","EPHB4","","known","literature supported","Ephrins"
"859","EFNB2_EPHB6","EFNB2","ephrin-B2","EPHB6","EPH receptor B6","DLRP","","","HPRD","STRING.binding","STRING.experiment","EFNB2","EPHB6","","known","literature supported","Ephrins"
"860","EFNB2_GRM1","EFNB2","ephrin-B2","GRM1","glutamate receptor, metabotropic 1","","","","HPRD","","","EFNB2","GRM1","","novel","literature supported","Ephrins"
"861","EFNB2_GRM5","EFNB2","ephrin-B2","GRM5","glutamate receptor, metabotropic 5","","","","HPRD","STRING.binding","","EFNB2","GRM5","","novel","literature supported","Ephrins"
"862","EFNB2_PECAM1","EFNB2","ephrin-B2","PECAM1","platelet/endothelial cell adhesion molecule 1","","","","HPRD","","","EFNB2","","","novel","literature supported","Ephrins"
"863","EFNB2_RHBDL2","EFNB2","ephrin-B2","RHBDL2","rhomboid, veinlet-like 2 (Drosophila)","","","","HPRD","","","EFNB2","","","novel","literature supported","Ephrins"
"864","EFNB3_EPHA4","EFNB3","ephrin-B3","EPHA4","EPH receptor A4","DLRP","HPMR","","HPRD","","STRING.experiment","EFNB3","EPHA4","","known","literature supported","Ephrins"
"865","EFNB3_EPHB1","EFNB3","ephrin-B3","EPHB1","EPH receptor B1","DLRP","","","","STRING.binding","","EFNB3","EPHB1","","known","putative","Ephrins"
"866","EFNB3_EPHB2","EFNB3","ephrin-B3","EPHB2","EPH receptor B2","DLRP","HPMR","","","STRING.binding","","EFNB3","EPHB2","","known","literature supported","Ephrins"
"867","EFNB3_EPHB3","EFNB3","ephrin-B3","EPHB3","EPH receptor B3","DLRP","HPMR","","HPRD","STRING.binding","","EFNB3","EPHB3","","known","literature supported","Ephrins"
"868","EFNB3_EPHB4","EFNB3","ephrin-B3","EPHB4","EPH receptor B4","DLRP","","","","","","EFNB3","EPHB4","8755474","known","literature supported","Ephrins"
"869","EFNB3_EPHB6","EFNB3","ephrin-B3","EPHB6","EPH receptor B6","DLRP","","","","STRING.binding","STRING.experiment","EFNB3","EPHB6","","known","putative","Ephrins"
"870","EFNB3_RHBDL2","EFNB3","ephrin-B3","RHBDL2","rhomboid, veinlet-like 2 (Drosophila)","","","","HPRD","","","EFNB3","","","novel","literature supported","Ephrins"
"871","EGFL8_NCR3","EGFL8","EGF-like-domain, multiple 8","NCR3","natural cytotoxicity triggering receptor 3","","","","","STRING.binding","","","NCR3","","novel","putative","UNCAT"
"872","EGF_CAV1","EGF","epidermal growth factor","CAV1","caveolin 1, caveolae protein, 22kDa","","","","","STRING.binding","","EGF","","","novel","putative","EGF"
"873","EGF_EGFR","EGF","epidermal growth factor","EGFR","epidermal growth factor receptor","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","EGF","EGFR","","known","literature supported","EGF"
"874","EGF_ERBB2","EGF","epidermal growth factor","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","HPRD","STRING.binding","","EGF","ERBB2","","novel","literature supported","EGF"
"875","EGF_ERBB3","EGF","epidermal growth factor","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","","","","HPRD","STRING.binding","","EGF","ERBB3","","novel","literature supported","EGF"
"876","EGF_ERBB4","EGF","epidermal growth factor","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","","","","","STRING.binding","STRING.experiment","EGF","ERBB4","9305636","novel","literature supported","EGF"
"877","EGF_FSHR","EGF","epidermal growth factor","FSHR","follicle stimulating hormone receptor","","","","","STRING.binding","","EGF","FSHR","","novel","putative","EGF"
"878","EPGN_EGFR","EPGN","epithelial mitogen","EGFR","epidermal growth factor receptor","","","IUPHAR","","","","","EGFR","","known","literature supported","EGF"
"879","EPO_EPOR","EPO","erythropoietin","EPOR","erythropoietin receptor","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","EPO","EPOR","","known","literature supported","UNCAT"
"880","EREG_EGFR","EREG","epiregulin","EGFR","epidermal growth factor receptor","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","","EREG","EGFR","","known","literature supported","EGF"
"881","EREG_ERBB2","EREG","epiregulin","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","","STRING.binding","","EREG","ERBB2","","novel","putative","EGF"
"882","EREG_ERBB3","EREG","epiregulin","ERBB3","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3","","","","","STRING.binding","","EREG","ERBB3","","novel","putative","EGF"
"883","EREG_ERBB4","EREG","epiregulin","ERBB4","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4","DLRP","","IUPHAR","HPRD","STRING.binding","","EREG","ERBB4","","known","literature supported","EGF"
"884","F10_F3","F10","coagulation factor X","F3","coagulation factor III (thromboplastin, tissue factor)","","","","HPRD","STRING.binding","STRING.experiment","","F3","","novel","literature supported","UNCAT"
"885","F10_ITGAM","F10","coagulation factor X","ITGAM","integrin, alpha M (complement component 3 receptor 3 subunit)","","","","","STRING.binding","","","ITGAM","","novel","putative","UNCAT"
"886","F10_ITGB2","F10","coagulation factor X","ITGB2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","","","","","STRING.binding","","","ITGB2","","novel","putative","UNCAT"
"887","F11_GP1BA","F11","coagulation factor XI","GP1BA","glycoprotein Ib (platelet), alpha polypeptide","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"888","F12_CD93","F12","coagulation factor XII (Hageman factor)","CD93","CD93 molecule","","","","HPRD","","","","CD93","","novel","literature supported","UNCAT"
"889","F12_GP1BA","F12","coagulation factor XII (Hageman factor)","GP1BA","glycoprotein Ib (platelet), alpha polypeptide","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"890","F13A1_ITGA4","F13A1","coagulation factor XIII, A1 polypeptide","ITGA4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)","","","","","STRING.binding","","F13A1","ITGA4","10816592","novel","literature supported","UNCAT"
"891","F13A1_ITGA9","F13A1","coagulation factor XIII, A1 polypeptide","ITGA9","integrin, alpha 9","","","","","STRING.binding","","F13A1","ITGA9","10816592","novel","literature supported","UNCAT"
"892","F13A1_ITGB1","F13A1","coagulation factor XIII, A1 polypeptide","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","","","STRING.binding","","F13A1","ITGB1","10816592","novel","literature supported","UNCAT"
"893","F2_F2R","F2","coagulation factor II (thrombin)","F2R","coagulation factor II (thrombin) receptor","","HPMR","","HPRD","STRING.binding","STRING.experiment","F2","F2R","","known","literature supported","Vasoactive"
"894","F2_F2RL1","F2","coagulation factor II (thrombin)","F2RL1","coagulation factor II (thrombin) receptor-like 1","","HPMR","","HPRD","STRING.binding","","F2","F2RL1","","known","literature supported","Vasoactive"
"895","F2_F2RL2","F2","coagulation factor II (thrombin)","F2RL2","coagulation factor II (thrombin) receptor-like 2","","HPMR","","HPRD","STRING.binding","","F2","F2RL2","","known","literature supported","Vasoactive"
"896","F2_F2RL3","F2","coagulation factor II (thrombin)","F2RL3","coagulation factor II (thrombin) receptor-like 3","","HPMR","","HPRD","STRING.binding","","F2","F2RL3","","known","literature supported","Vasoactive"
"897","F2_GP1BA","F2","coagulation factor II (thrombin)","GP1BA","glycoprotein Ib (platelet), alpha polypeptide","","","","HPRD","STRING.binding","STRING.experiment","F2","","","novel","literature supported","Vasoactive"
"898","F2_GP1BB","F2","coagulation factor II (thrombin)","GP1BB","glycoprotein Ib (platelet), beta polypeptide","","","","","STRING.binding","","F2","","","novel","putative","Vasoactive"
"899","F2_GP9","F2","coagulation factor II (thrombin)","GP9","glycoprotein IX (platelet)","","","","","STRING.binding","","F2","","2207326","novel","literature supported","Vasoactive"
"900","F2_ITGA2B","F2","coagulation factor II (thrombin)","ITGA2B","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)","","","","HPRD","","","F2","ITGA2B","","novel","literature supported","Vasoactive"
"901","F2_THBD","F2","coagulation factor II (thrombin)","THBD","thrombomodulin","","","","HPRD","STRING.binding","STRING.experiment","F2","THBD","","novel","literature supported","Vasoactive"
"902","F7_F3","F7","coagulation factor VII (serum prothrombin conversion accelerator)","F3","coagulation factor III (thromboplastin, tissue factor)","","HPMR","","HPRD","STRING.binding","STRING.experiment","F7","F3","","known","literature supported","Vasoactive"
